what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776591406
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776610369
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1306776612316
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1306776618019
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776619447
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776662027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776663294
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776664598
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776673930
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776677367
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306776679914
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1306776684372
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776686923
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776691751
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1306776691756
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776695049
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776712592
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306776714753
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1306776721818
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776726143
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776735718
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1306776738016
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1306776759120
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776771117
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776772037
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776772978
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776786359
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776786388
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306776786564
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1306776807123
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1306776820259
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306776827320
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1306776832442
opened,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.SourceView",1306776833895
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.SourceView",1306776833906
opened,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavadocView",1306776835227
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavadocView",1306776835278
